,OPEN,CLOSE,TRADEDATE
549,208.7,206.4,2017-08-24
550,207.0,204.0,2017-08-25
551,204.35,203.15,2017-08-28
552,202.35,204.7,2017-08-29
553,200.8,198.0,2017-08-30
554,198.0,191.8,2017-08-31
555,193.45,190.0,2017-09-01
556,189.9,193.25,2017-09-04
557,193.7,200.75,2017-09-05
558,201.45,199.65,2017-09-06
559,199.3,197.05,2017-09-07
560,197.0,195.85,2017-09-08
561,196.5,197.5,2017-09-11
562,197.7,197.85,2017-09-12
563,197.8,196.5,2017-09-13
564,197.0,196.25,2017-09-14
565,195.75,194.5,2017-09-15
566,194.0,195.15,2017-09-18
567,195.8,190.0,2017-09-19
568,186.0,188.0,2017-09-20
569,188.05,187.0,2017-09-21
570,186.95,183.95,2017-09-22
571,183.55,183.55,2017-09-25
572,184.0,184.05,2017-09-26
573,185.0,185.3,2017-09-27
574,185.05,183.8,2017-09-28
575,183.05,183.95,2017-09-29
576,183.4,184.75,2017-10-02
577,185.0,186.0,2017-10-03
578,186.0,184.3,2017-10-04
579,184.35,181.7,2017-10-05
580,181.4,181.0,2017-10-06
581,181.3,181.6,2017-10-09
582,181.3,181.75,2017-10-10
583,182.0,183.55,2017-10-11
584,183.6,181.0,2017-10-12
585,180.6,180.6,2017-10-13
586,180.65,181.25,2017-10-16
587,181.65,181.1,2017-10-17
588,181.2,181.7,2017-10-18
589,181.85,180.4,2017-10-19
590,180.8,182.5,2017-10-20
591,182.85,184.7,2017-10-23
592,185.7,184.0,2017-10-24
593,184.1,184.5,2017-10-25
594,184.7,182.55,2017-10-26
595,183.0,182.8,2017-10-27
596,182.9,184.35,2017-10-30
597,184.35,180.0,2017-10-31
598,179.05,164.9,2017-11-01
599,164.1,164.5,2017-11-02
600,164.9,162.4,2017-11-03
601,162.55,158.45,2017-11-07
602,158.45,163.0,2017-11-08
603,164.0,164.5,2017-11-09
604,165.25,163.4,2017-11-10
605,163.4,161.0,2017-11-13
606,160.8,157.0,2017-11-14
607,155.5,159.2,2017-11-15
608,159.2,164.4,2017-11-16
609,164.4,164.55,2017-11-17
610,164.55,164.6,2017-11-20
611,164.6,166.25,2017-11-21
612,166.45,163.95,2017-11-22
613,164.0,162.3,2017-11-23
614,162.15,159.85,2017-11-24
615,158.95,157.0,2017-11-27
616,157.0,157.2,2017-11-28
617,157.8,158.6,2017-11-29
618,158.45,152.5,2017-11-30
619,152.55,148.15,2017-12-01
620,148.1,144.6,2017-12-04
621,143.55,146.4,2017-12-05
622,146.3,144.7,2017-12-06
623,144.5,144.35,2017-12-07
624,144.8,144.35,2017-12-08
625,144.4,143.55,2017-12-11
626,144.2,140.1,2017-12-12
627,140.45,137.0,2017-12-13
628,137.85,141.8,2017-12-14
629,141.8,143.6,2017-12-15
630,144.05,142.0,2017-12-18
631,142.75,141.35,2017-12-19
632,142.0,138.0,2017-12-20
633,137.95,138.8,2017-12-21
634,138.8,138.8,2017-12-22
635,139.05,138.85,2017-12-25
636,138.8,139.0,2017-12-26
637,139.65,138.5,2017-12-27
638,138.55,139.0,2017-12-28
639,139.2,138.45,2017-12-29
640,139.1,140.4,2018-01-03
641,140.4,148.9,2018-01-04
642,149.2,147.3,2018-01-05
643,147.2,150.5,2018-01-09
644,150.8,149.3,2018-01-10
645,149.55,148.3,2018-01-11
646,148.3,145.6,2018-01-12
647,145.6,146.6,2018-01-15
648,146.6,140.75,2018-01-16
649,140.3,138.45,2018-01-17
650,138.35,137.2,2018-01-18
651,136.9,138.7,2018-01-19
652,139.6,138.6,2018-01-22
653,139.0,138.3,2018-01-23
654,138.75,138.05,2018-01-24
655,138.0,137.1,2018-01-25
656,137.05,134.2,2018-01-26
657,130.6,137.6,2018-01-29
658,137.35,133.2,2018-01-30
659,133.3,133.3,2018-01-31
660,134.05,135.35,2018-02-01
661,135.1,133.5,2018-02-02
662,133.05,138.4,2018-02-05
663,136.0,135.5,2018-02-06
664,136.3,136.45,2018-02-07
665,136.0,137.5,2018-02-08
666,135.75,139.3,2018-02-09
667,139.95,139.0,2018-02-12
668,139.0,140.3,2018-02-13
669,140.4,137.7,2018-02-14
670,137.8,136.85,2018-02-15
671,137.2,137.3,2018-02-16
672,137.0,137.35,2018-02-19
673,137.35,138.0,2018-02-20
674,137.95,138.75,2018-02-21
675,138.75,140.1,2018-02-22
676,141.9,140.8,2018-02-26
677,141.3,139.1,2018-02-27
678,138.95,141.45,2018-02-28
679,140.9,151.95,2018-03-01
680,151.75,152.0,2018-03-02
681,153.5,150.0,2018-03-05
